"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"BGR","ELECTRICITY","TOT","GWH","A","2002",38598,
"BGR","ELECTRICITY","TOT","GWH","A","2003",38474,
"BGR","ELECTRICITY","TOT","GWH","A","2004",37544,
"BGR","ELECTRICITY","TOT","GWH","A","2005",40281,
"BGR","ELECTRICITY","TOT","GWH","A","2006",41601,
"BGR","ELECTRICITY","TOT","GWH","A","2007",39067,
"BGR","ELECTRICITY","TOT","GWH","A","2008",40695,
"BGR","ELECTRICITY","TOT","GWH","A","2009",38743,
"BGR","ELECTRICITY","TOT","GWH","A","2010",42218,
"BGR","ELECTRICITY","TOT","GWH","A","2011",45844,
"BGR","ELECTRICITY","TOT","GWH","A","2012",42824,
"BGR","ELECTRICITY","TOT","GWH","A","2013",39849,
"BGR","ELECTRICITY","TOT","GWH","A","2014",43236,
"BGR","ELECTRICITY","TOT","GWH","A","2015",44726,
"BGR","ELECTRICITY","TOT","GWH","A","2016",41223,
"BGR","ELECTRICITY","TOT","GWH","A","2017",41351.507,
"BGR","ELECTRICITY","TOT","GWH","A","2018",42714.428,
"BGR","ELECTRICITY","TOT","GWH","A","2019",40320.953,
"BGR","ELECTRICITY","TOT","GWH","A","2020",37222.8,
"BGR","ELECTRICITY","TOT","GWH","A","2021",43457.811,
"BGR","ELECTRICITY","TOT","GWH","A","2022",,"L"
"COL","ELECTRICITY","TOT","GWH","A","1990",34908,
"COL","ELECTRICITY","TOT","GWH","A","1991",35523,
"COL","ELECTRICITY","TOT","GWH","A","1992",32107,
"COL","ELECTRICITY","TOT","GWH","A","1993",37761,
"COL","ELECTRICITY","TOT","GWH","A","1994",40704,
"COL","ELECTRICITY","TOT","GWH","A","1995",41868,
"COL","ELECTRICITY","TOT","GWH","A","1996",42659,
"COL","ELECTRICITY","TOT","GWH","A","1997",43837,
"COL","ELECTRICITY","TOT","GWH","A","1998",44018,
"COL","ELECTRICITY","TOT","GWH","A","1999",42082,
"COL","ELECTRICITY","TOT","GWH","A","2000",42380,
"COL","ELECTRICITY","TOT","GWH","A","2001",42607,
"COL","ELECTRICITY","TOT","GWH","A","2002",44174,
"COL","ELECTRICITY","TOT","GWH","A","2003",45754,
"COL","ELECTRICITY","TOT","GWH","A","2004",48756,
"COL","ELECTRICITY","TOT","GWH","A","2005",49362,
"COL","ELECTRICITY","TOT","GWH","A","2006",52726,
"COL","ELECTRICITY","TOT","GWH","A","2007",53998,
"COL","ELECTRICITY","TOT","GWH","A","2008",54237,
"COL","ELECTRICITY","TOT","GWH","A","2009",56075,
"COL","ELECTRICITY","TOT","GWH","A","2010",59448,
"COL","ELECTRICITY","TOT","GWH","A","2011",60472,
"COL","ELECTRICITY","TOT","GWH","A","2012",62474,
"COL","ELECTRICITY","TOT","GWH","A","2013",72089,
"COL","ELECTRICITY","TOT","GWH","A","2014",69095,
"COL","ELECTRICITY","TOT","GWH","A","2015",76550,
"COL","ELECTRICITY","TOT","GWH","A","2016",74773,
"COL","ELECTRICITY","TOT","GWH","A","2017",77234.373,
"COL","ELECTRICITY","TOT","GWH","A","2018",77844.467,
"COL","ELECTRICITY","TOT","GWH","A","2019",78231.154,
"COL","ELECTRICITY","TOT","GWH","A","2020",77223.392,
"COL","ELECTRICITY","TOT","GWH","A","2021",81959.569,
"COL","ELECTRICITY","TOT","GWH","A","2022",,"L"
"HRV","ELECTRICITY","TOT","GWH","A","1990",8460,
"HRV","ELECTRICITY","TOT","GWH","A","1991",8337,
"HRV","ELECTRICITY","TOT","GWH","A","1992",8530,
"HRV","ELECTRICITY","TOT","GWH","A","1993",9118,
"HRV","ELECTRICITY","TOT","GWH","A","1994",8465,
"HRV","ELECTRICITY","TOT","GWH","A","1995",8882,
"HRV","ELECTRICITY","TOT","GWH","A","1996",10895,
"HRV","ELECTRICITY","TOT","GWH","A","1997",9883,
"HRV","ELECTRICITY","TOT","GWH","A","1998",11012,
"HRV","ELECTRICITY","TOT","GWH","A","1999",12534,
"HRV","ELECTRICITY","TOT","GWH","A","2000",10879,
"HRV","ELECTRICITY","TOT","GWH","A","2001",12373,
"HRV","ELECTRICITY","TOT","GWH","A","2002",12241,
"HRV","ELECTRICITY","TOT","GWH","A","2003",12702,
"HRV","ELECTRICITY","TOT","GWH","A","2004",13496,
"HRV","ELECTRICITY","TOT","GWH","A","2005",12698,
"HRV","ELECTRICITY","TOT","GWH","A","2006",12570,
"HRV","ELECTRICITY","TOT","GWH","A","2007",12167,
"HRV","ELECTRICITY","TOT","GWH","A","2008",12375,
"HRV","ELECTRICITY","TOT","GWH","A","2009",13033,
"HRV","ELECTRICITY","TOT","GWH","A","2010",14432,
"HRV","ELECTRICITY","TOT","GWH","A","2011",10951,
"HRV","ELECTRICITY","TOT","GWH","A","2012",10396,
"HRV","ELECTRICITY","TOT","GWH","A","2013",13660,
"HRV","ELECTRICITY","TOT","GWH","A","2014",13159,
"HRV","ELECTRICITY","TOT","GWH","A","2015",10983,
"HRV","ELECTRICITY","TOT","GWH","A","2016",12284,
"HRV","ELECTRICITY","TOT","GWH","A","2017",11522.9,
"HRV","ELECTRICITY","TOT","GWH","A","2018",13181.6,
"HRV","ELECTRICITY","TOT","GWH","A","2019",12250.1,
"HRV","ELECTRICITY","TOT","GWH","A","2020",12875.1,
"HRV","ELECTRICITY","TOT","GWH","A","2021",14728.2,
"HRV","ELECTRICITY","TOT","GWH","A","2022",,"L"
"CYP","ELECTRICITY","TOT","GWH","A","1990",1927,
"CYP","ELECTRICITY","TOT","GWH","A","1991",2032,
"CYP","ELECTRICITY","TOT","GWH","A","1992",2291,
"CYP","ELECTRICITY","TOT","GWH","A","1993",2453,
"CYP","ELECTRICITY","TOT","GWH","A","1994",2552,
"CYP","ELECTRICITY","TOT","GWH","A","1995",2352,
"CYP","ELECTRICITY","TOT","GWH","A","1996",2464,
"CYP","ELECTRICITY","TOT","GWH","A","1997",2576,
"CYP","ELECTRICITY","TOT","GWH","A","1998",2811,
"CYP","ELECTRICITY","TOT","GWH","A","1999",2986,
"CYP","ELECTRICITY","TOT","GWH","A","2000",3205,
"CYP","ELECTRICITY","TOT","GWH","A","2001",3364,
"CYP","ELECTRICITY","TOT","GWH","A","2002",3574,
"CYP","ELECTRICITY","TOT","GWH","A","2003",3830,
"CYP","ELECTRICITY","TOT","GWH","A","2004",3976,
"CYP","ELECTRICITY","TOT","GWH","A","2005",4131,
"CYP","ELECTRICITY","TOT","GWH","A","2006",4397,
"CYP","ELECTRICITY","TOT","GWH","A","2007",4606,
"CYP","ELECTRICITY","TOT","GWH","A","2008",4806,
"CYP","ELECTRICITY","TOT","GWH","A","2009",4949,
"CYP","ELECTRICITY","TOT","GWH","A","2010",5101,
"CYP","ELECTRICITY","TOT","GWH","A","2011",4699,
"CYP","ELECTRICITY","TOT","GWH","A","2012",4543,
"CYP","ELECTRICITY","TOT","GWH","A","2013",4119,
"CYP","ELECTRICITY","TOT","GWH","A","2014",4145,
"CYP","ELECTRICITY","TOT","GWH","A","2015",4314,
"CYP","ELECTRICITY","TOT","GWH","A","2016",4668,
"CYP","ELECTRICITY","TOT","GWH","A","2017",4778.28,
"CYP","ELECTRICITY","TOT","GWH","A","2018",4827.281,
"CYP","ELECTRICITY","TOT","GWH","A","2019",4913.788,
"CYP","ELECTRICITY","TOT","GWH","A","2020",4650.317,
"CYP","ELECTRICITY","TOT","GWH","A","2021",4880.841,
"CYP","ELECTRICITY","TOT","GWH","A","2022",,"L"
"GEO","ELECTRICITY","TOT","GWH","A","1990",12651,
"GEO","ELECTRICITY","TOT","GWH","A","1991",12325,
"GEO","ELECTRICITY","TOT","GWH","A","1992",10593,
"GEO","ELECTRICITY","TOT","GWH","A","1993",10032,
"GEO","ELECTRICITY","TOT","GWH","A","1994",10756,
"GEO","ELECTRICITY","TOT","GWH","A","1995",7813,
"GEO","ELECTRICITY","TOT","GWH","A","1996",7078,
"GEO","ELECTRICITY","TOT","GWH","A","1997",7070,
"GEO","ELECTRICITY","TOT","GWH","A","1998",7532,
"GEO","ELECTRICITY","TOT","GWH","A","1999",7547,
"GEO","ELECTRICITY","TOT","GWH","A","2000",7291,
"GEO","ELECTRICITY","TOT","GWH","A","2001",6768,
"GEO","ELECTRICITY","TOT","GWH","A","2002",7071,
"GEO","ELECTRICITY","TOT","GWH","A","2003",7141,
"GEO","ELECTRICITY","TOT","GWH","A","2004",6836,
"GEO","ELECTRICITY","TOT","GWH","A","2005",7190,
"GEO","ELECTRICITY","TOT","GWH","A","2006",7168,
"GEO","ELECTRICITY","TOT","GWH","A","2007",8245,
"GEO","ELECTRICITY","TOT","GWH","A","2008",8346,
"GEO","ELECTRICITY","TOT","GWH","A","2009",8195,
"GEO","ELECTRICITY","TOT","GWH","A","2010",10046,
"GEO","ELECTRICITY","TOT","GWH","A","2011",10106,
"GEO","ELECTRICITY","TOT","GWH","A","2012",9469,
"GEO","ELECTRICITY","TOT","GWH","A","2013",9860,
"GEO","ELECTRICITY","TOT","GWH","A","2014",10154,
"GEO","ELECTRICITY","TOT","GWH","A","2015",10592,
"GEO","ELECTRICITY","TOT","GWH","A","2016",11365,
"GEO","ELECTRICITY","TOT","GWH","A","2017",11315.8,
"GEO","ELECTRICITY","TOT","GWH","A","2018",11933.7,
"GEO","ELECTRICITY","TOT","GWH","A","2019",11620.302,
"GEO","ELECTRICITY","TOT","GWH","A","2020",10943.2,
"GEO","ELECTRICITY","TOT","GWH","A","2021",12431.5,
"GEO","ELECTRICITY","TOT","GWH","A","2022",,"L"
"MLT","ELECTRICITY","TOT","GWH","A","1990",1010,
"MLT","ELECTRICITY","TOT","GWH","A","1991",1314,
"MLT","ELECTRICITY","TOT","GWH","A","1992",1376,
"MLT","ELECTRICITY","TOT","GWH","A","1993",1390,
"MLT","ELECTRICITY","TOT","GWH","A","1994",1356,
"MLT","ELECTRICITY","TOT","GWH","A","1995",1411,
"MLT","ELECTRICITY","TOT","GWH","A","1996",1557,
"MLT","ELECTRICITY","TOT","GWH","A","1997",1581,
"MLT","ELECTRICITY","TOT","GWH","A","1998",1612,
"MLT","ELECTRICITY","TOT","GWH","A","1999",1743,
"MLT","ELECTRICITY","TOT","GWH","A","2000",1802,
"MLT","ELECTRICITY","TOT","GWH","A","2001",1825,
"MLT","ELECTRICITY","TOT","GWH","A","2002",1927,
"MLT","ELECTRICITY","TOT","GWH","A","2003",2100,
"MLT","ELECTRICITY","TOT","GWH","A","2004",2081,
"MLT","ELECTRICITY","TOT","GWH","A","2005",2114,
"MLT","ELECTRICITY","TOT","GWH","A","2006",2129,
"MLT","ELECTRICITY","TOT","GWH","A","2007",2165,
"MLT","ELECTRICITY","TOT","GWH","A","2008",2185,
"MLT","ELECTRICITY","TOT","GWH","A","2009",2046,
"MLT","ELECTRICITY","TOT","GWH","A","2010",1993,
"MLT","ELECTRICITY","TOT","GWH","A","2011",2053,
"MLT","ELECTRICITY","TOT","GWH","A","2012",2172,
"MLT","ELECTRICITY","TOT","GWH","A","2013",2137,
"MLT","ELECTRICITY","TOT","GWH","A","2014",2137,
"MLT","ELECTRICITY","TOT","GWH","A","2015",1241,
"MLT","ELECTRICITY","TOT","GWH","A","2016",807,
"MLT","ELECTRICITY","TOT","GWH","A","2017",1602.516,
"MLT","ELECTRICITY","TOT","GWH","A","2018",1912.27,
"MLT","ELECTRICITY","TOT","GWH","A","2019",2001.206,
"MLT","ELECTRICITY","TOT","GWH","A","2020",2080.826,
"MLT","ELECTRICITY","TOT","GWH","A","2021",2160.46,
"MLT","ELECTRICITY","TOT","GWH","A","2022",,"L"
"MDA","ELECTRICITY","TOT","GWH","A","1990",14599,
"MDA","ELECTRICITY","TOT","GWH","A","1991",13543,
"MDA","ELECTRICITY","TOT","GWH","A","1992",11708,
"MDA","ELECTRICITY","TOT","GWH","A","1993",10553,
"MDA","ELECTRICITY","TOT","GWH","A","1994",8882,
"MDA","ELECTRICITY","TOT","GWH","A","1995",7125,
"MDA","ELECTRICITY","TOT","GWH","A","1996",6878,
"MDA","ELECTRICITY","TOT","GWH","A","1997",6021,
"MDA","ELECTRICITY","TOT","GWH","A","1998",5953,
"MDA","ELECTRICITY","TOT","GWH","A","1999",5563,
"MDA","ELECTRICITY","TOT","GWH","A","2000",5358,
"MDA","ELECTRICITY","TOT","GWH","A","2001",5700,
"MDA","ELECTRICITY","TOT","GWH","A","2002",5453,
"MDA","ELECTRICITY","TOT","GWH","A","2003",5692,
"MDA","ELECTRICITY","TOT","GWH","A","2004",5542,
"MDA","ELECTRICITY","TOT","GWH","A","2005",5701,
"MDA","ELECTRICITY","TOT","GWH","A","2006",5676,
"MDA","ELECTRICITY","TOT","GWH","A","2007",5548,
"MDA","ELECTRICITY","TOT","GWH","A","2008",5736,
"MDA","ELECTRICITY","TOT","GWH","A","2009",5809,
"MDA","ELECTRICITY","TOT","GWH","A","2010",5736,
"MDA","ELECTRICITY","TOT","GWH","A","2011",5425,
"MDA","ELECTRICITY","TOT","GWH","A","2012",5441,
"MDA","ELECTRICITY","TOT","GWH","A","2013",4129,
"MDA","ELECTRICITY","TOT","GWH","A","2014",4998,
"MDA","ELECTRICITY","TOT","GWH","A","2015",5641,
"MDA","ELECTRICITY","TOT","GWH","A","2016",5431,
"MDA","ELECTRICITY","TOT","GWH","A","2017",4603,
"MDA","ELECTRICITY","TOT","GWH","A","2018",5010,
"MDA","ELECTRICITY","TOT","GWH","A","2019",5272,
"MDA","ELECTRICITY","TOT","GWH","A","2020",5742,
"MDA","ELECTRICITY","TOT","GWH","A","2021",6217,
"MDA","ELECTRICITY","TOT","GWH","A","2022",,"L"
"ROU","ELECTRICITY","TOT","GWH","A","1990",56669,
"ROU","ELECTRICITY","TOT","GWH","A","1991",49070,
"ROU","ELECTRICITY","TOT","GWH","A","1992",48058,
"ROU","ELECTRICITY","TOT","GWH","A","1993",49369,
"ROU","ELECTRICITY","TOT","GWH","A","1994",49181,
"ROU","ELECTRICITY","TOT","GWH","A","1995",52900,
"ROU","ELECTRICITY","TOT","GWH","A","1996",52526,
"ROU","ELECTRICITY","TOT","GWH","A","1997",53403,
"ROU","ELECTRICITY","TOT","GWH","A","1998",50092,
"ROU","ELECTRICITY","TOT","GWH","A","1999",46210,
"ROU","ELECTRICITY","TOT","GWH","A","2000",48625,
"ROU","ELECTRICITY","TOT","GWH","A","2001",50423,
"ROU","ELECTRICITY","TOT","GWH","A","2002",51056,
"ROU","ELECTRICITY","TOT","GWH","A","2003",51317,
"ROU","ELECTRICITY","TOT","GWH","A","2004",52693,
"ROU","ELECTRICITY","TOT","GWH","A","2005",55504,
"ROU","ELECTRICITY","TOT","GWH","A","2006",58350,
"ROU","ELECTRICITY","TOT","GWH","A","2007",56165,
"ROU","ELECTRICITY","TOT","GWH","A","2008",60100,
"ROU","ELECTRICITY","TOT","GWH","A","2009",52759,
"ROU","ELECTRICITY","TOT","GWH","A","2010",55923,
"ROU","ELECTRICITY","TOT","GWH","A","2011",56490,
"ROU","ELECTRICITY","TOT","GWH","A","2012",53694,
"ROU","ELECTRICITY","TOT","GWH","A","2013",54134,
"ROU","ELECTRICITY","TOT","GWH","A","2014",60699,
"ROU","ELECTRICITY","TOT","GWH","A","2015",61277,
"ROU","ELECTRICITY","TOT","GWH","A","2016",60256,
"ROU","ELECTRICITY","TOT","GWH","A","2017",59355.43,
"ROU","ELECTRICITY","TOT","GWH","A","2018",60175.52,
"ROU","ELECTRICITY","TOT","GWH","A","2019",55177.212,
"ROU","ELECTRICITY","TOT","GWH","A","2020",51923.72,
"ROU","ELECTRICITY","TOT","GWH","A","2021",54635.782,
"ROU","ELECTRICITY","TOT","GWH","A","2022",,"L"
"UKR","ELECTRICITY","TOT","GWH","A","1990",0,
"UKR","ELECTRICITY","TOT","GWH","A","1991",0,
"UKR","ELECTRICITY","TOT","GWH","A","1992",0,
"UKR","ELECTRICITY","TOT","GWH","A","1993",0,
"UKR","ELECTRICITY","TOT","GWH","A","1994",0,
"UKR","ELECTRICITY","TOT","GWH","A","1995",0,
"UKR","ELECTRICITY","TOT","GWH","A","1996",0,
"UKR","ELECTRICITY","TOT","GWH","A","1997",0,
"UKR","ELECTRICITY","TOT","GWH","A","1998",0,
"UKR","ELECTRICITY","TOT","GWH","A","1999",0,
"UKR","ELECTRICITY","TOT","GWH","A","2000",0,
"UKR","ELECTRICITY","TOT","GWH","A","2001",0,
"UKR","ELECTRICITY","TOT","GWH","A","2002",0,
"UKR","ELECTRICITY","TOT","GWH","A","2003",0,
"UKR","ELECTRICITY","TOT","GWH","A","2004",0,
"UKR","ELECTRICITY","TOT","GWH","A","2005",0,
"UKR","ELECTRICITY","TOT","GWH","A","2006",0,
"UKR","ELECTRICITY","TOT","GWH","A","2007",181004,
"UKR","ELECTRICITY","TOT","GWH","A","2008",177408,
"UKR","ELECTRICITY","TOT","GWH","A","2009",159171,
"UKR","ELECTRICITY","TOT","GWH","A","2010",173938,
"UKR","ELECTRICITY","TOT","GWH","A","2011",179635,
"UKR","ELECTRICITY","TOT","GWH","A","2012",183397,
"UKR","ELECTRICITY","TOT","GWH","A","2013",179084,
"UKR","ELECTRICITY","TOT","GWH","A","2014",168430,
"UKR","ELECTRICITY","TOT","GWH","A","2015",150650,
"UKR","ELECTRICITY","TOT","GWH","A","2016",151889,
"UKR","ELECTRICITY","TOT","GWH","A","2017",144905.8,
"UKR","ELECTRICITY","TOT","GWH","A","2018",147093.2,
"UKR","ELECTRICITY","TOT","GWH","A","2019",142533.302,
"UKR","ELECTRICITY","TOT","GWH","A","2020",137197,
"UKR","ELECTRICITY","TOT","GWH","A","2021",146580.24,
"UKR","ELECTRICITY","TOT","GWH","A","2022",,"L"
"SRB","ELECTRICITY","TOT","GWH","A","1990",0,
"SRB","ELECTRICITY","TOT","GWH","A","1991",0,
"SRB","ELECTRICITY","TOT","GWH","A","1992",0,
"SRB","ELECTRICITY","TOT","GWH","A","1993",0,
"SRB","ELECTRICITY","TOT","GWH","A","1994",0,
"SRB","ELECTRICITY","TOT","GWH","A","1995",0,
"SRB","ELECTRICITY","TOT","GWH","A","1996",0,
"SRB","ELECTRICITY","TOT","GWH","A","1997",0,
"SRB","ELECTRICITY","TOT","GWH","A","1998",0,
"SRB","ELECTRICITY","TOT","GWH","A","1999",0,
"SRB","ELECTRICITY","TOT","GWH","A","2000",0,
"SRB","ELECTRICITY","TOT","GWH","A","2001",0,
"SRB","ELECTRICITY","TOT","GWH","A","2002",0,
"SRB","ELECTRICITY","TOT","GWH","A","2003",0,
"SRB","ELECTRICITY","TOT","GWH","A","2004",0,
"SRB","ELECTRICITY","TOT","GWH","A","2005",0,
"SRB","ELECTRICITY","TOT","GWH","A","2006",33955,
"SRB","ELECTRICITY","TOT","GWH","A","2007",34082,
"SRB","ELECTRICITY","TOT","GWH","A","2008",34769,
"SRB","ELECTRICITY","TOT","GWH","A","2009",35769,
"SRB","ELECTRICITY","TOT","GWH","A","2010",35701,
"SRB","ELECTRICITY","TOT","GWH","A","2011",35793,
"SRB","ELECTRICITY","TOT","GWH","A","2012",34202,
"SRB","ELECTRICITY","TOT","GWH","A","2013",37170,
"SRB","ELECTRICITY","TOT","GWH","A","2014",31899,
"SRB","ELECTRICITY","TOT","GWH","A","2015",35639,
"SRB","ELECTRICITY","TOT","GWH","A","2016",36628,
"SRB","ELECTRICITY","TOT","GWH","A","2017",34298.552,
"SRB","ELECTRICITY","TOT","GWH","A","2018",34783.407,
"SRB","ELECTRICITY","TOT","GWH","A","2019",34564.952,
"SRB","ELECTRICITY","TOT","GWH","A","2020",35273.872,
"SRB","ELECTRICITY","TOT","GWH","A","2021",35352.448,
"SRB","ELECTRICITY","TOT","GWH","A","2022",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1990",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1991",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1992",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1993",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1994",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1995",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1996",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1997",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1998",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","1999",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2000",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2001",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2002",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2003",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2004",,"L"
"MNE","ELECTRICITY","TOT","GWH","A","2005",2750,
"MNE","ELECTRICITY","TOT","GWH","A","2006",2840,
"MNE","ELECTRICITY","TOT","GWH","A","2007",2039,
"MNE","ELECTRICITY","TOT","GWH","A","2008",2687,
"MNE","ELECTRICITY","TOT","GWH","A","2009",2679,
"MNE","ELECTRICITY","TOT","GWH","A","2010",3876,
"MNE","ELECTRICITY","TOT","GWH","A","2011",2503,
"MNE","ELECTRICITY","TOT","GWH","A","2012",2703,
"MNE","ELECTRICITY","TOT","GWH","A","2013",3809,
"MNE","ELECTRICITY","TOT","GWH","A","2014",3038,
"MNE","ELECTRICITY","TOT","GWH","A","2015",2872,
"MNE","ELECTRICITY","TOT","GWH","A","2016",3023,
"MNE","ELECTRICITY","TOT","GWH","A","2017",2363.8,
"MNE","ELECTRICITY","TOT","GWH","A","2018",3677,
"MNE","ELECTRICITY","TOT","GWH","A","2019",3304.6,
"MNE","ELECTRICITY","TOT","GWH","A","2020",3235.9,
"MNE","ELECTRICITY","TOT","GWH","A","2021",3652.6,
"MNE","ELECTRICITY","TOT","GWH","A","2022",,"L"
"CRI","ELECTRICITY","TOT","GWH","A","1990",3458,
"CRI","ELECTRICITY","TOT","GWH","A","1991",3859,
"CRI","ELECTRICITY","TOT","GWH","A","1992",4906,
"CRI","ELECTRICITY","TOT","GWH","A","1993",4906,
"CRI","ELECTRICITY","TOT","GWH","A","1994",4901,
"CRI","ELECTRICITY","TOT","GWH","A","1995",4868,
"CRI","ELECTRICITY","TOT","GWH","A","1996",4787,
"CRI","ELECTRICITY","TOT","GWH","A","1997",5593,
"CRI","ELECTRICITY","TOT","GWH","A","1998",5387,
"CRI","ELECTRICITY","TOT","GWH","A","1999",6099,
"CRI","ELECTRICITY","TOT","GWH","A","2000",6840,
"CRI","ELECTRICITY","TOT","GWH","A","2001",6664,
"CRI","ELECTRICITY","TOT","GWH","A","2002",7264,
"CRI","ELECTRICITY","TOT","GWH","A","2003",7386,
"CRI","ELECTRICITY","TOT","GWH","A","2004",8102,
"CRI","ELECTRICITY","TOT","GWH","A","2005",8162,
"CRI","ELECTRICITY","TOT","GWH","A","2006",8589,
"CRI","ELECTRICITY","TOT","GWH","A","2007",8948,
"CRI","ELECTRICITY","TOT","GWH","A","2008",9383,
"CRI","ELECTRICITY","TOT","GWH","A","2009",9242,
"CRI","ELECTRICITY","TOT","GWH","A","2010",9482,
"CRI","ELECTRICITY","TOT","GWH","A","2011",9741,
"CRI","ELECTRICITY","TOT","GWH","A","2012",10065,
"CRI","ELECTRICITY","TOT","GWH","A","2013",10126,
"CRI","ELECTRICITY","TOT","GWH","A","2014",10100,
"CRI","ELECTRICITY","TOT","GWH","A","2015",10688,
"CRI","ELECTRICITY","TOT","GWH","A","2016",10631,
"CRI","ELECTRICITY","TOT","GWH","A","2017",11122.509,
"CRI","ELECTRICITY","TOT","GWH","A","2018",11308.23,
"CRI","ELECTRICITY","TOT","GWH","A","2019",11249.244,
"CRI","ELECTRICITY","TOT","GWH","A","2020",11454.624,
"CRI","ELECTRICITY","TOT","GWH","A","2021",12504,
"CRI","ELECTRICITY","TOT","GWH","A","2022",,"L"
"MKD","ELECTRICITY","TOT","GWH","A","1990",5413,
"MKD","ELECTRICITY","TOT","GWH","A","1991",5424,
"MKD","ELECTRICITY","TOT","GWH","A","1992",5701,
"MKD","ELECTRICITY","TOT","GWH","A","1993",4869,
"MKD","ELECTRICITY","TOT","GWH","A","1994",5583,
"MKD","ELECTRICITY","TOT","GWH","A","1995",5764,
"MKD","ELECTRICITY","TOT","GWH","A","1996",6243,
"MKD","ELECTRICITY","TOT","GWH","A","1997",6329,
"MKD","ELECTRICITY","TOT","GWH","A","1998",6549,
"MKD","ELECTRICITY","TOT","GWH","A","1999",6402,
"MKD","ELECTRICITY","TOT","GWH","A","2000",6327,
"MKD","ELECTRICITY","TOT","GWH","A","2001",5856,
"MKD","ELECTRICITY","TOT","GWH","A","2002",5610,
"MKD","ELECTRICITY","TOT","GWH","A","2003",6267,
"MKD","ELECTRICITY","TOT","GWH","A","2004",6199,
"MKD","ELECTRICITY","TOT","GWH","A","2005",6463,
"MKD","ELECTRICITY","TOT","GWH","A","2006",6550,
"MKD","ELECTRICITY","TOT","GWH","A","2007",5973,
"MKD","ELECTRICITY","TOT","GWH","A","2008",5802,
"MKD","ELECTRICITY","TOT","GWH","A","2009",6334,
"MKD","ELECTRICITY","TOT","GWH","A","2010",6827,
"MKD","ELECTRICITY","TOT","GWH","A","2011",6284,
"MKD","ELECTRICITY","TOT","GWH","A","2012",5797,
"MKD","ELECTRICITY","TOT","GWH","A","2013",5672,
"MKD","ELECTRICITY","TOT","GWH","A","2014",4976,
"MKD","ELECTRICITY","TOT","GWH","A","2015",5278,
"MKD","ELECTRICITY","TOT","GWH","A","2016",5284,
"MKD","ELECTRICITY","TOT","GWH","A","2017",5226.865,
"MKD","ELECTRICITY","TOT","GWH","A","2018",5282.753,
"MKD","ELECTRICITY","TOT","GWH","A","2019",5500.814,
"MKD","ELECTRICITY","TOT","GWH","A","2020",5033.384,
"MKD","ELECTRICITY","TOT","GWH","A","2021",5198.881,
"MKD","ELECTRICITY","TOT","GWH","A","2022",,"L"
"EU28","ELECTRICITY","TOT","GWH","A","1990",2432530,
"EU28","ELECTRICITY","TOT","GWH","A","1991",2476008,
"EU28","ELECTRICITY","TOT","GWH","A","1992",2465168,
"EU28","ELECTRICITY","TOT","GWH","A","1993",2470182,
"EU28","ELECTRICITY","TOT","GWH","A","1994",2510604,
"EU28","ELECTRICITY","TOT","GWH","A","1995",2584694,
"EU28","ELECTRICITY","TOT","GWH","A","1996",2684522,
"EU28","ELECTRICITY","TOT","GWH","A","1997",2697972,
"EU28","ELECTRICITY","TOT","GWH","A","1998",2762141,
"EU28","ELECTRICITY","TOT","GWH","A","1999",2793050,
"EU28","ELECTRICITY","TOT","GWH","A","2000",2873389,
"EU28","ELECTRICITY","TOT","GWH","A","2001",2954913,
"EU28","ELECTRICITY","TOT","GWH","A","2002",2976247,
"EU28","ELECTRICITY","TOT","GWH","A","2003",3064448,
"EU28","ELECTRICITY","TOT","GWH","A","2004",3132065,
"EU28","ELECTRICITY","TOT","GWH","A","2005",3152541,
"EU28","ELECTRICITY","TOT","GWH","A","2006",3195025,
"EU28","ELECTRICITY","TOT","GWH","A","2007",3208804,
"EU28","ELECTRICITY","TOT","GWH","A","2008",3216689,
"EU28","ELECTRICITY","TOT","GWH","A","2009",3056081,
"EU28","ELECTRICITY","TOT","GWH","A","2010",3196291,
"EU28","ELECTRICITY","TOT","GWH","A","2011",3138933,
"EU28","ELECTRICITY","TOT","GWH","A","2012",3131800,
"EU28","ELECTRICITY","TOT","GWH","A","2013",3113643,
"EU28","ELECTRICITY","TOT","GWH","A","2014",3037232,
"EU28","ELECTRICITY","TOT","GWH","A","2015",3081409,
"EU28","ELECTRICITY","TOT","GWH","A","2016",3105954,
"EU28","ELECTRICITY","TOT","GWH","A","2017",3135775.521,
"EU28","ELECTRICITY","TOT","GWH","A","2018",3118987.313,
